film_title,customers
FLAMINGOS CONNECTICUT,"BEATRICE ARNOLD, BERNARD COLBY, CONNIE WALLACE, DON BONE, DWAYNE OLVERA, EMILY DIAZ, GILBERT SLEDGE, GRACE ELLIS, JAVIER ELROD, JIMMIE EGGLESTON, JOE GILLILAND, JORGE OLIVARES, JUDITH COX, KEITH RICO, MARLENE WELCH, MARSHA DOUGLAS, RAMON CHOATE, RAMONA HALE, RONALD WEINER, ROSA REYNOLDS, SERGIO STANFIELD, THOMAS GRIGSBY, VICTORIA GIBSON"
FLASH WARS,"ANDREA HENDERSON, AUDREY RAY, CLINTON BUFORD, COREY HAUSER, DAVID ROYAL, JEFF EAST, JOE GILLILAND, LILLIAN GRIFFIN, MARJORIE TUCKER, RANDY GAITHER, RONNIE RICKETTS, SHARON ROBINSON, SHERRY MARSHALL"
FLATLINERS KILLER,"BRADLEY MOTLEY, DALE RATCLIFF, DOLORES WAGNER, EDGAR RHOADS, EDWARD BAUGH, FREDDIE DUGGAN, JAVIER ELROD, JENNIE TERRY, JOHNNIE CHISHOLM, JUNE CARROLL, KRISTIN JOHNSTON, LILLIAN GRIFFIN, LYNN PAYNE, MATTIE HOFFMAN, MONICA HICKS, NAOMI JENNINGS, TAMARA NGUYEN, VANESSA SIMS, VICKI FIELDS, WALTER PERRYMAN"
FLIGHT LIES,"BRANDON HUEY, CODY NOLEN, CRYSTAL FORD, ERIKA PENA, JESSIE BANKS, LUCY WHEELER, NORMA GONZALES, PERRY SWAFFORD, RAMON CHOATE, RICKY SHELBY, ROBERTO VU, SHEILA WELLS"
FLINTSTONES HAPPINESS,"ANDREW PURDY, ANNA HILL, ARLENE HARVEY, CLINTON BUFORD, DAISY BATES, DEANNA BYRD, HAROLD MARTINO, NELSON CHRISTENSON, PATRICK NEWSOM, PAULINE HENRY, REGINA BERRY, ROSA REYNOLDS, RUTH MARTINEZ, TOMMY COLLAZO, VICTORIA GIBSON, VIOLA HANSON, VIRGINIA GREEN"
FLYING HOOK,"ALMA AUSTIN, ANNIE RUSSELL, BEN EASTER, BOBBIE CRAIG, BRETT CORNWELL, COURTNEY DAY, EDGAR RHOADS, EDWARD BAUGH, GLADYS HAMILTON, GWENDOLYN MAY, HELEN HARRIS, JUDY GRAY, KIRK STCLAIR, MAUREEN LITTLE, PENNY NEAL, RICKY SHELBY, VICKI FIELDS, VICTOR BARKLEY, VICTORIA GIBSON"
FOOL MOCKINGBIRD,"ANNE POWELL, BILLIE HORTON, BOBBIE CRAIG, CALVIN MARTEL, CHRIS BROTHERS, CLARA SHAW, GORDON ALLARD, GUY BROWNLEE, HECTOR POINDEXTER, JAMIE RICE, JULIA FLORES, KARL SEAL, KATHY JAMES, KRISTEN CHAVEZ, KYLE SPURLOCK, LENA JENSEN, LORI WOOD, PAUL TROUT, SALLY PIERCE, SHERRY MARSHALL, SONIA GREGORY, TODD TAN, WANDA PATTERSON"
FOREVER CANDIDATE,"ARNOLD HAVENS, BETH FRANKLIN, CARRIE PORTER, CHRISTOPHER GRECO, DEBBIE REYES, DEBORAH WALKER, DELORES HANSEN, JOEL FRANCISCO, JUDITH COX, JULIAN VEST, RENEE LANE, SCOTT SHELLEY, STEVE MACKENZIE"
FORREST SONS,"ANITA MORALES, BERTHA FERGUSON, BETTY WHITE, CARMEN OWENS, CHRIS BROTHERS, EVA RAMOS, GLORIA COOK, GORDON ALLARD, JACOB LANCE, JOHN FARNSWORTH, JORDAN ARCHULETA, NORMA GONZALES, SHAWN HEATON, SUSAN WILSON, SYLVIA ORTIZ, TED BREAUX, VANESSA SIMS, VICTORIA GIBSON"
FORRESTER COMANCHEROS,"ALEXANDER FENNELL, AMY LOPEZ, ANDRE RAPP, ANNA HILL, BRAD MCCURDY, CHRISTOPHER GRECO, CLIFTON MALCOLM, CLYDE TOBIAS, CRAIG MORRELL, DAN PAINE, DAVE GARDINER, DOUGLAS GRAF, FELICIA SUTTON, GORDON ALLARD, HAZEL WARREN, JOHN FARNSWORTH, JOSEPH JOY, JUDITH COX, KARL SEAL, MARIA MILLER, MARION SNYDER, NATHAN RUNYON, RALPH MADRIGAL, ROGER QUINTANILLA, SARAH LEWIS, SERGIO STANFIELD, VERNON CHAPA"
FORWARD TEMPLE,"ANDREW PURDY, ANDY VANHORN, ARNOLD HAVENS, AUDREY RAY, BILL GAVIN, BOBBY BOUDREAU, CARRIE PORTER, CATHERINE CAMPBELL, CLINTON BUFORD, DARLENE ROSE, DAVID ROYAL, DOLORES WAGNER, DWIGHT LOMBARDI, ELEANOR HUNT, FRANCISCO SKIDMORE, IAN STILL, JESSIE MILAM, JOSEPH JOY, KATIE ELLIOTT, LEO EBERT, MARIE TURNER, MAUREEN LITTLE, NAOMI JENNINGS, NORMA GONZALES, PATRICIA JOHNSON, PATSY DAVIDSON, PEDRO CHESTNUT, PHILIP CAUSEY, REBECCA SCOTT, RENEE LANE, RONALD WEINER, SARAH LEWIS"
FREAKY POCUS,"ALBERTO HENNING, ALFRED CASILLAS, ALFREDO MCADAMS, BARRY LOVELACE, DEAN SAUER, ELAINE STEVENS, ELIZABETH BROWN, ELSIE KELLEY, FRANK WAGGONER, FREDDIE DUGGAN, GEORGIA JACOBS, HAZEL WARREN, ISAAC OGLESBY, JUDITH COX, LEAH CURTIS, MARJORIE TUCKER, TOMMY COLLAZO"
FREDDY STORM,"ADAM GOOCH, AMANDA CARTER, ANDREW PURDY, BEATRICE ARNOLD, BECKY MILES, BILL GAVIN, CATHERINE CAMPBELL, DANIEL CABRAL, FELICIA SUTTON, FERNANDO CHURCHILL, GERALDINE PERKINS, IVAN CROMWELL, JAIME NETTLES, JAMES GANNON, JOE GILLILAND, MARIE TURNER, MELANIE ARMSTRONG, NATHANIEL ADAM, NORMA GONZALES, PEARL GARZA, RAFAEL ABNEY, SAM MCDUFFIE, TANYA GILBERT"
FREEDOM CLEOPATRA,"ALICIA MILLS, CLARA SHAW, GILBERT SLEDGE, LILLIAN GRIFFIN, MARVIN YEE"
FRENCH HOLIDAY,"ARTHUR SIMPKINS, CAROLINE BOWMAN, CHARLIE BESS, COREY HAUSER, DARRELL POWER, DUSTIN GILLETTE, GLADYS HAMILTON, HAROLD MARTINO, JEANNE LAWSON, JERRY JORDON, JESUS MCCARTNEY, LEAH CURTIS, MELANIE ARMSTRONG, MICHEAL FORMAN, STANLEY SCROGGINS, TINA SIMMONS, WESLEY BULL"
FRIDA SLIPPER,"ANTONIO MEEK, BRENT HARKINS, CONSTANCE REID, CRYSTAL FORD, EVELYN MORGAN, FREDDIE DUGGAN, MIKE WAY, RAYMOND MCWHORTER, SAMUEL MARLOW, SONIA GREGORY, STANLEY SCROGGINS"
FRISCO FORREST,"BRENDA WRIGHT, DANIELLE DANIELS, JAVIER ELROD, JERRY JORDON, JOHNNY TURPIN, KELLY TORRES, LOUISE JENKINS, SALVADOR TEEL, SHERRY MARSHALL"
FROGMEN BREAKING,"ANDREW PURDY, BESSIE MORRISON, CHARLENE ALVAREZ, KAREN JACKSON, LEAH CURTIS, MATTIE HOFFMAN, NATALIE MEYER, PETER MENARD, RUBY WASHINGTON, STEPHEN QUALLS"
FRONTIER CABIN,"DUSTIN GILLETTE, LOUIS LEONE, MARION SNYDER, RICARDO MEADOR, TED BREAUX, TRACY HERRMANN"
FROST HEAD,"ANA BRADLEY, ANNETTE OLSON, BOB PFEIFFER, CASSANDRA WALTERS, COURTNEY DAY, DALE RATCLIFF, FELICIA SUTTON, FERNANDO CHURCHILL, GAIL KNIGHT, HARRY ARCE, HOLLY FOX, JEFFREY SPEAR, KEVIN SCHULER, KIRK STCLAIR, LESTER KRAUS, LYDIA BURKE, MARION OCAMPO, MARTIN BALES, MARY SMITH, MIGUEL BETANCOURT, NEIL RENNER, PRISCILLA LOWE, RAY HOULE, SARA PERRY, SONIA GREGORY, TIMOTHY BUNN, TODD TAN, ZACHARY HITE"
FUGITIVE MAGUIRE,"BOB PFEIFFER, CHAD CARBONE, EDWIN BURK, FREDDIE DUGGAN, GLORIA COOK, HERMAN DEVORE, JEFFERY PINSON, JERRY JORDON, LESTER KRAUS, PETER MENARD, ROSA REYNOLDS"
FULL FLATLINERS,"ANDY VANHORN, DEBBIE REYES, ELLEN SIMPSON, JACQUELINE LONG, MARION SNYDER"
FURY MURDER,"ADRIAN CLARY, AMY LOPEZ, BRADLEY MOTLEY, COURTNEY DAY, DAVID ROYAL, DIANA ALEXANDER, DOROTHY TAYLOR, GINA WILLIAMSON, HAZEL WARREN, JESSICA HALL, JUDY GRAY, KIMBERLY LEE, KYLE SPURLOCK, LAWRENCE LAWTON, SERGIO STANFIELD, SHIRLEY ALLEN, STEPHEN QUALLS, TIM CARY, WILMA RICHARDS"
GABLES METROPOLIS,"ALICE STEWART, BOB PFEIFFER, CONNIE WALLACE, CRYSTAL FORD, DARREN WINDHAM, ELEANOR HUNT, ELIZABETH BROWN, EMMA BOYD, EVERETT BANDA, FLORENCE WOODS, FRED WHEAT, GABRIEL HARDER, HAZEL WARREN, LORETTA CARPENTER, MYRTLE FLEMING, ROLAND SOUTH, RUSSELL BRINSON, SYLVIA ORTIZ, VICTORIA GIBSON"
GALAXY SWEETHEARTS,"BRITTANY RILEY, ELLEN SIMPSON, GLENDA FRAZIER, JACQUELINE LONG, JAMES GANNON, JANET PHILLIPS, JULIE SANCHEZ, KIRK STCLAIR, MAE FLETCHER, MARIA MILLER, MARIO CHEATHAM, RAMONA HALE, RAUL FORTIER, ROSA REYNOLDS, ROSS GREY, TAMMY SANDERS, TERESA ROGERS, WARREN SHERROD"
GAMES BOWFINGER,"ALEX GRESHAM, ANDRE RAPP, ANTHONY SCHWAB, DEANNA BYRD, GORDON ALLARD, JO FOWLER, KATIE ELLIOTT, LOIS BUTLER, LOUISE JENKINS, MELVIN ELLINGTON, NATALIE MEYER, RICK MATTOX, VIVIAN RUIZ, WESLEY BULL"
GANDHI KWAI,"ALICE STEWART, ANDREW PURDY, BRADLEY MOTLEY, CURTIS IRBY, DAISY BATES, EDWARD BAUGH, ERIC ROBERT, ESTHER CRAWFORD, GLORIA COOK, JAIME NETTLES, JANET PHILLIPS, JOSHUA MARK, LAWRENCE LAWTON, NICOLE PETERSON, RICARDO MEADOR, VINCENT RALSTON, VIOLA HANSON"
GANGS PRIDE,"ANN EVANS, ANTHONY SCHWAB, BILLIE HORTON, BRENT HARKINS, CATHERINE CAMPBELL, DEBBIE REYES, DENNIS GILMAN, ELIZABETH BROWN, EVERETT BANDA, GLADYS HAMILTON, IAN STILL, JACKIE LYNCH, JOHN FARNSWORTH, KARL SEAL, KATIE ELLIOTT, KYLE SPURLOCK, LORRAINE STEPHENS, MAX PITT, NICHOLAS BARFIELD, NORA HERRERA, RON DELUCA, ROY WHITING, SHERRI RHODES, TARA RYAN, TERRENCE GUNDERSON, TODD TAN, VERNON CHAPA"
GARDEN ISLAND,"AMY LOPEZ, ARTHUR SIMPKINS, DAISY BATES, DEBRA NELSON, GERTRUDE CASTILLO, GLORIA COOK, HECTOR POINDEXTER, HUGH WALDROP, JAIME NETTLES, JERRY JORDON, JOSE ANDREW, KAREN JACKSON, MARSHALL THORN, PEGGY MYERS, PRISCILLA LOWE, RAUL FORTIER, SARAH LEWIS, TIM CARY, WAYNE TRUONG, WILLARD LUMPKIN"
GASLIGHT CRUSADE,"ANNETTE OLSON, BYRON BOX, CHARLES KOWALSKI, CLAUDE HERZOG, CLYDE TOBIAS, COURTNEY DAY, EDGAR RHOADS, JACQUELINE LONG, JEFFERY PINSON, JULIA FLORES, KEVIN SCHULER, KURT EMMONS, LEAH CURTIS, LUCILLE HOLMES, MICHAEL SILVERMAN, VELMA LUCAS"
GATHERING CALENDAR,"ALBERT CROUSE, ANGEL BARCLAY, CARRIE PORTER, DUSTIN GILLETTE, EDUARDO HIATT, HEATHER MORRIS, JOAN COOPER, MARCIA DEAN, NATHANIEL ADAM, RYAN SALISBURY, WESLEY BULL"
GENTLEMEN STAGE,"AUSTIN CINTRON, DARYL LARUE, DIANA ALEXANDER, ELLEN SIMPSON, EMILY DIAZ, ESTHER CRAWFORD, FRANK WAGGONER, HELEN HARRIS, IRMA PEARSON, JEFF EAST, JOANNE ROBERTSON, LEO EBERT, LLOYD DOWD, MARSHA DOUGLAS, PHYLLIS FOSTER, RICHARD MCCRARY, ROSS GREY, TOM MILNER, TONI HOLT, TROY QUIGLEY, VICKI FIELDS"
GHOST GROUNDHOG,"ANGELA HERNANDEZ, BRENDA WRIGHT, CHRIS BROTHERS, CLAUDE HERZOG, COLLEEN BURTON, DOLORES WAGNER, FREDDIE DUGGAN, JULIAN VEST, KRISTINA CHAMBERS, LESLIE GORDON, LILLIE KIM, LORI WOOD, MANUEL MURRELL, MARIO CHEATHAM, MARION OCAMPO, NELSON CHRISTENSON, NINA SOTO, RITA GRAHAM, SALVADOR TEEL, SEAN DOUGLASS, STEVEN CURLEY"
GHOSTBUSTERS ELF,"AMBER DIXON, BONNIE HUGHES, BRETT CORNWELL, DAISY BATES, EUGENE CULPEPPER, JOANNE ROBERTSON, LORETTA CARPENTER, PERRY SWAFFORD, PHILIP CAUSEY"
GIANT TROOPERS,"ANITA MORALES, BERNARD COLBY, BRYAN HARDISON, CARLA GUTIERREZ, CAROL GARCIA, CHARLIE BESS, DAVE GARDINER, HEIDI LARSON, IDA ANDREWS, JACQUELINE LONG, JANICE WARD, JEFFERY PINSON, JESUS MCCARTNEY, JOHN FARNSWORTH, JORDAN ARCHULETA, JOY GEORGE, LUIS YANEZ, LYDIA BURKE, LYNN PAYNE, MAE FLETCHER, MARIE TURNER, MARJORIE TUCKER, NICHOLAS BARFIELD, ROBERTO VU, THOMAS GRIGSBY, TOM MILNER, VELMA LUCAS, VINCENT RALSTON"
GILBERT PELICAN,"DANA HART, ESTHER CRAWFORD, GLORIA COOK, HARVEY GUAJARDO, HEIDI LARSON, JACQUELINE LONG, NANCY THOMAS, SEAN DOUGLASS, TONYA CHAPMAN"
GILMORE BOILED,"AMANDA CARTER, AMY LOPEZ, ANDRE RAPP, BOB PFEIFFER, CARLOS COUGHLIN, CAROLE BARNETT, CLARENCE GAMEZ, COLLEEN BURTON, DAISY BATES, EARL SHANKS, ERIKA PENA, GERTRUDE CASTILLO, GLENDA FRAZIER, HOWARD FORTNER, JANICE WARD, JEROME KENYON, JOHNNIE CHISHOLM, KAREN JACKSON, LUIS YANEZ, MIRIAM MCKINNEY, PEARL GARZA, PHYLLIS FOSTER, REGINALD KINDER, RUSSELL BRINSON, STACEY MONTGOMERY, THOMAS GRIGSBY, TRACY COLE, WILMA RICHARDS"
GLASS DYING,"ALLISON STANLEY, ANGELA HERNANDEZ, BERNICE WILLIS, CAROLYN PEREZ, DALE RATCLIFF, DOLORES WAGNER, EUGENE CULPEPPER, GERALD FULTZ, JEROME KENYON, LEO EBERT, LEWIS LYMAN, LOUISE JENKINS, STACEY MONTGOMERY"
GLEAMING JAWBREAKER,"ALEX GRESHAM, BILL GAVIN, BILLY POULIN, CLAUDE HERZOG, CLIFFORD BOWENS, ELLA OLIVER, FREDERICK ISBELL, GEORGIA JACOBS, HELEN HARRIS, HENRY BILLINGSLEY, ISAAC OGLESBY, JAVIER ELROD, JOE GILLILAND, JOSEPHINE GOMEZ, KRISTINA CHAMBERS, LOIS BUTLER, MARJORIE TUCKER, MAURICE CRAWLEY, MELISSA KING, MIGUEL BETANCOURT, NATHAN RUNYON, NEIL RENNER, NICHOLAS BARFIELD, SETH HANNON, SIDNEY BURLESON, VIOLET RODRIQUEZ, WANDA PATTERSON, WILLIE MARKHAM"
GLORY TRACY,"ALFRED CASILLAS, CONSTANCE REID, ERIC ROBERT, MARJORIE TUCKER, SERGIO STANFIELD"
GO PURPLE,"BONNIE HUGHES, BRETT CORNWELL, CHRISTY VARGAS, GEORGE LINTON, JAVIER ELROD, JUSTIN NGO, KATHLEEN ADAMS, KEN PREWITT, MARIO CHEATHAM, MARLENE WELCH, MELVIN ELLINGTON, PATRICK NEWSOM, PAUL TROUT, PETER MENARD, PRISCILLA LOWE, TERRY GRISSOM, THEODORE CULP, VELMA LUCAS, VIRGINIA GREEN, WAYNE TRUONG"
GODFATHER DIARY,"BRITTANY RILEY, DUSTIN GILLETTE, ERIN DUNN, KELLY TORRES, MARIO CHEATHAM, NATHAN RUNYON, RAYMOND MCWHORTER, TONY CARRANZA"
GOLD RIVER,"ARNOLD HAVENS, BECKY MILES, FRANCES PARKER, IRMA PEARSON, JENNIFER DAVIS, JUNE CARROLL, LYNN PAYNE, MIGUEL BETANCOURT, ROBERT BAUGHMAN, RON DELUCA, SHAWN HEATON, SHERRY MARSHALL, WALTER PERRYMAN, WARREN SHERROD"
GOLDFINGER SENSIBILITY,"AUDREY RAY, BOBBIE CRAIG, DEREK BLAKELY, GERTRUDE CASTILLO, HOLLY FOX, HOWARD FORTNER, JEFFERY PINSON, JUDITH COX, KAY CALDWELL, KENNETH GOODEN, KRISTINA CHAMBERS, LINDA WILLIAMS, MARGIE WADE, MARLENE WELCH, PAULINE HENRY, PEARL GARZA, ROSE HOWARD, SHANE MILLARD, SUE PETERS, TOM MILNER, VIVIAN RUIZ, WESLEY BULL, WILLIAM SATTERFIELD, YVONNE WATKINS"
GOLDMINE TYCOON,"ASHLEY RICHARDSON, BERNICE WILLIS, BILLIE HORTON, BILLY POULIN, BRYAN HARDISON, BYRON BOX, CHARLES KOWALSKI, COLLEEN BURTON, DALE RATCLIFF, HENRY BILLINGSLEY, JENNIFER DAVIS, JUANITA MASON, JUDY GRAY, JULIE SANCHEZ, KARL SEAL, KAY CALDWELL, LESTER KRAUS, LINDA WILLIAMS, LOIS BUTLER, MAX PITT, MELVIN ELLINGTON, MIKE WAY, TOM MILNER, TRACEY BARRETT, VIRGIL WOFFORD, WILLIE MARKHAM"
GONE TROUBLE,"ALEXANDER FENNELL, JAMIE RICE, KEITH RICO, LEROY BUSTAMANTE, MARILYN ROSS, MATTHEW MAHAN, NICHOLAS BARFIELD, TERRENCE GUNDERSON, TODD TAN, WILLIE HOWELL"
GOODFELLAS SALUTE,"ANDREA HENDERSON, BECKY MILES, BERNICE WILLIS, BESSIE MORRISON, BRANDY GRAVES, CAROLINE BOWMAN, DARRYL ASHCRAFT, DENISE KELLY, DIANNE SHELTON, EMMA BOYD, ERIKA PENA, EVELYN MORGAN, FREDDIE DUGGAN, GWENDOLYN MAY, HERMAN DEVORE, JACKIE LYNCH, JIMMY SCHRADER, KRISTEN CHAVEZ, KRISTINA CHAMBERS, LUCILLE HOLMES, MARGIE WADE, MICHELLE CLARK, MIKE WAY, MIRIAM MCKINNEY, PETER MENARD, RAFAEL ABNEY, STEPHANIE MITCHELL, SUE PETERS, TERESA ROGERS, THEODORE CULP, WILLIAM SATTERFIELD"
GORGEOUS BINGO,"ALICIA MILLS, APRIL BURNS, BERNICE WILLIS, CHRISTIAN JUNG, CINDY FISHER, CONNIE WALLACE, CURTIS IRBY, DEAN SAUER, ERICA MATTHEWS, EUGENE CULPEPPER, GLADYS HAMILTON, HILDA HOPKINS, JIM REA, KATIE ELLIOTT, LAUREN HUDSON, LISA ANDERSON, PHILIP CAUSEY, TAMARA NGUYEN, TINA SIMMONS"
GOSFORD DONNIE,"ALAN KAHN, BENJAMIN VARNEY, BYRON BOX, LINDA WILLIAMS, MICHEAL FORMAN, NICOLE PETERSON, RAYMOND MCWHORTER, TOMMY COLLAZO"
GRACELAND DYNAMITE,"ASHLEY RICHARDSON, COURTNEY DAY, JOSEPHINE GOMEZ, MIKE WAY, RICK MATTOX, TIM CARY"
GRADUATE LORD,"CARLA GUTIERREZ, CASEY MENA, CONSTANCE REID, DEBBIE REYES, DOROTHY TAYLOR, EARL SHANKS, JESSICA HALL, LEONA OBRIEN, LYDIA BURKE, MANUEL MURRELL, RYAN SALISBURY, SHERRI RHODES, TODD TAN, VERNON CHAPA, WILMA RICHARDS"
GRAFFITI LOVE,"ANDREW PURDY, ARLENE HARVEY, BRANDON HUEY, CARL ARTIS, CODY NOLEN, DAWN SULLIVAN, EDDIE TOMLIN, ELEANOR HUNT, FREDERICK ISBELL, JEFF EAST, JOHNNY TURPIN, JUDITH COX, JUSTIN NGO, LEE HAWKS, LESLIE GORDON, LILLIE KIM, MARJORIE TUCKER, PAULINE HENRY, RACHEL BARNES, RENEE LANE, RHONDA KENNEDY, ROBERTA HARPER, RON DELUCA, ROSS GREY, RUBEN GEARY, SARAH LEWIS, TAMMY SANDERS, TRAVIS ESTEP, VIVIAN RUIZ, ZACHARY HITE"
GRAIL FRANKENSTEIN,"EDITH MCDONALD, ELLEN SIMPSON, EVERETT BANDA, GLADYS HAMILTON, LANCE PEMBERTON, MARIAN MENDOZA, MILTON HOWLAND, PEDRO CHESTNUT, ROBERTA HARPER, SCOTT SHELLEY"
GRAPES FURY,"ALICE STEWART, ALLISON STANLEY, ANITA MORALES, CLAYTON BARBEE, COURTNEY DAY, DARRYL ASHCRAFT, ERIN DUNN, ERNEST STEPP, FELIX GAFFNEY, GLENDA FRAZIER, JAMIE RICE, JOHN FARNSWORTH, JOY GEORGE, LEWIS LYMAN, MELVIN ELLINGTON, RAMONA HALE, RONALD WEINER, ROSS GREY, SHIRLEY ALLEN, STACEY MONTGOMERY, VIOLET RODRIQUEZ, WADE DELVALLE"
GREASE YOUTH,"ARTHUR SIMPKINS, BENJAMIN VARNEY, BOBBY BOUDREAU, CLIFTON MALCOLM, CRYSTAL FORD, DARRELL POWER, EVELYN MORGAN, FRANCISCO SKIDMORE, GLEN TALBERT, HAZEL WARREN, IRMA PEARSON, JEAN BELL, JO FOWLER, JOHN FARNSWORTH, KURT EMMONS, MABEL HOLLAND, MARCUS HIDALGO, RITA GRAHAM, STACY CUNNINGHAM, TED BREAUX, THOMAS GRIGSBY"
GREATEST NORTH,"ALEX GRESHAM, ANNA HILL, BRAD MCCURDY, CARL ARTIS, CONNIE WALLACE, DERRICK BOURQUE, ENRIQUE FORSYTHE, ERNEST STEPP, FRANK WAGGONER, GARY COY, GENE SANBORN, GREG ROBINS, GWENDOLYN MAY, ISAAC OGLESBY, JAMES GANNON, JESSIE BANKS, LYNN PAYNE, MARILYN ROSS, MARTIN BALES, MILDRED BAILEY, NICOLE PETERSON, NINA SOTO, PEGGY MYERS, PHILIP CAUSEY, RALPH MADRIGAL, RUBY WASHINGTON, TRACY COLE, VICKIE BREWER, WANDA PATTERSON"
GREEDY ROOTS,"ALEXANDER FENNELL, ALLEN BUTTERFIELD, BRAD MCCURDY, EARL SHANKS, ELLEN SIMPSON, GEORGIA JACOBS, GILBERT SLEDGE, GWENDOLYN MAY, HAROLD MARTINO, HELEN HARRIS, JENNIE TERRY, MELISSA KING, VANESSA SIMS, VICTOR BARKLEY"
GREEK EVERYONE,"AMBER DIXON, BENJAMIN VARNEY, CARLA GUTIERREZ, CLARA SHAW, DEREK BLAKELY, DORIS REED, ERIK GUILLEN, GRACE ELLIS, JANICE WARD, JEFF EAST, JENNY CASTRO, LEON BOSTIC, LUCILLE HOLMES, MARK RINEHART, MITCHELL WESTMORELAND, NAOMI JENNINGS, SALLY PIERCE"
GRINCH MASSAGE,"ALEXANDER FENNELL, ANNETTE OLSON, BERNICE WILLIS, CHRISTOPHER GRECO, KYLE SPURLOCK, MARION OCAMPO, MICHELE GRANT, RALPH MADRIGAL, ROSEMARY SCHMIDT, SHERRY MARSHALL, SUZANNE NICHOLS, TONYA CHAPMAN, VINCENT RALSTON"
GRIT CLOCKWORK,"ANDRE RAPP, ANDREW PURDY, ARMANDO GRUBER, BARRY LOVELACE, BECKY MILES, BESSIE MORRISON, BEVERLY BROOKS, BOBBY BOUDREAU, BRENDA WRIGHT, CECIL VINES, CLIFFORD BOWENS, DARRYL ASHCRAFT, ELSIE KELLEY, FRANCISCO SKIDMORE, IVAN CROMWELL, JEANNE LAWSON, JEFFREY SPEAR, JOY GEORGE, JUDY GRAY, JULIA FLORES, KEITH RICO, LANCE PEMBERTON, MAE FLETCHER, MARGIE WADE, MEGAN PALMER, NICOLE PETERSON, PATSY DAVIDSON, REGINALD KINDER, RHONDA KENNEDY, ROY WHITING, STEPHANIE MITCHELL, YVONNE WATKINS"
GROOVE FICTION,"BOBBIE CRAIG, DAVID ROYAL, DOROTHY TAYLOR, ENRIQUE FORSYTHE, ESTHER CRAWFORD, GERALD FULTZ, HOWARD FORTNER, JEFFERY PINSON, JOANNE ROBERTSON, KENT ARSENAULT, MABEL HOLLAND, MAE FLETCHER, MARCIA DEAN, SUZANNE NICHOLS, TAMARA NGUYEN, TERRANCE ROUSH, THELMA MURRAY, TIM CARY"
GROSSE WONDERFUL,"ADAM GOOCH, EILEEN CARR, HERMAN DEVORE, IVAN CROMWELL, JONATHAN SCARBOROUGH, JUDY GRAY, MIKE WAY, NATHAN RUNYON"
GROUNDHOG UNCUT,"BETTY WHITE, BRAD MCCURDY, CHRISTOPHER GRECO, DAVE GARDINER, HELEN HARRIS, HUGH WALDROP, JUNE CARROLL, LORI WOOD, MARIO CHEATHAM, MELVIN ELLINGTON, MILTON HOWLAND, PATRICK NEWSOM, PAUL TROUT, PAULA BRYANT, RHONDA KENNEDY, RUSSELL BRINSON, STEPHEN QUALLS, VALERIE BLACK"
GUN BONNIE,"AGNES BISHOP, ALBERTO HENNING, ASHLEY RICHARDSON, BESSIE MORRISON, CONNIE WALLACE, DALE RATCLIFF, DON BONE, DOROTHY TAYLOR, DWAYNE OLVERA, ELEANOR HUNT, JANET PHILLIPS, JENNY CASTRO, JOAN COOPER, JUSTIN NGO, LOUISE JENKINS, LUCY WHEELER, MAXINE SILVA, MICHELLE CLARK, NINA SOTO, SONIA GREGORY, STEVE MACKENZIE, STEVEN CURLEY, SUE PETERS, WENDY HARRISON"
GUNFIGHT MOON,"ALEX GRESHAM, AUSTIN CINTRON, BILLIE HORTON, CHARLIE BESS, CHERYL MURPHY, DUANE TUBBS, EILEEN CARR, ENRIQUE FORSYTHE, EVERETT BANDA, GLORIA COOK, JERRY JORDON, JUDITH COX, LAURA RODRIGUEZ, LAUREN HUDSON, LEROY BUSTAMANTE, LOUIS LEONE, MARIE TURNER, SEAN DOUGLASS, SHELLY WATTS, TERESA ROGERS, TERRY CARLSON, YVONNE WATKINS"
GUNFIGHTER MUSSOLINI,"CATHY SPENCER, EDUARDO HIATT, EDWIN BURK, HARRY ARCE, JACK FOUST, KENT ARSENAULT, LESLIE GORDON, OLGA JIMENEZ, PHILLIP HOLM, SCOTT SHELLEY, STEVEN CURLEY, WALTER PERRYMAN"
GUYS FALCON,"ALICE STEWART, CHRISTINE ROBERTS, CRYSTAL FORD, ERIK GUILLEN, FLORENCE WOODS, GLADYS HAMILTON, JANE BENNETT, JAVIER ELROD, NATHANIEL ADAM"
HALF OUTFIELD,"ADRIAN CLARY, ALEX GRESHAM, ALMA AUSTIN, AMY LOPEZ, AUDREY RAY, CHRISTIAN JUNG, CLARA SHAW, CLARENCE GAMEZ, CODY NOLEN, ELSIE KELLEY, ERIKA PENA, FRED WHEAT, GAIL KNIGHT, GERALDINE PERKINS, GREG ROBINS, JANICE WARD, JUANITA MASON, KAY CALDWELL, LAWRENCE LAWTON, LYNN PAYNE, PATRICK NEWSOM, STACEY MONTGOMERY, TANYA GILBERT, TERRY CARLSON, TIM CARY, TROY QUIGLEY"
HALL CASSIDY,"ANTONIO MEEK, BARRY LOVELACE, CLIFTON MALCOLM, DEBRA NELSON, ELLA OLIVER, GLENDA FRAZIER, JOYCE EDWARDS, JUANITA MASON, KURT EMMONS, LARRY THRASHER, MARLENE WELCH, MELVIN ELLINGTON, OLGA JIMENEZ, RUBEN GEARY, SHANE MILLARD, THERESA WATSON"
